,Unnamed: 0,individual_wikidata_id,productive_year,decade,individual_name,score,region_name,count_works
1802,24199,Q11007547,1855.0,1860,Hippolyte Marié-Davy,19,France,0.0
1803,24208,Q4126193,1844.0,1840,Alexander Voskresensky,12,Eastern Europe,0.0
1804,24212,Q27077660,1842.0,1840,Jan Ernst de Groot,6,Low countries,1.0
1805,24215,Q905021,1867.0,1870,Alexander Nikolayevich Engelhardt,26,Eastern Europe,1.0
1806,24223,Q976319,1843.0,1840,Luigi De Sanctis,26,Italy,0.0
1807,24233,Q384962,1830.0,1830,Peter Jan Beckx,24,Italy,0.0
1808,24261,Q84583384,1851.0,1850,William Deans,3,United Kingdom,0.0
1809,24274,Q15914620,1859.0,1860,Herman Hörner,3,Nordic countries,0.0
1810,24289,Q19693317,1846.0,1850,August Pabst,12,Eastern Europe,0.0
1811,24294,Q1149339,1856.0,1860,Béla Tárkányi,9,Eastern Europe,0.0
1812,24298,Q1686932,1830.0,1830,"John Frederick Herring, Sr.",47,United Kingdom,46.0
1813,24323,Q64685678,1873.0,1870,Edith Faithfull,3,United Kingdom,0.0
1814,24328,Q3552129,1850.0,1850,Uranio Fontana,15,France,0.0
1815,24341,Q19998171,1846.0,1850,Celeste Alkan Meyer Marix,2,France,0.0
1816,24353,Q12251441,1827.0,1830,William Allen,21,United Kingdom,0.0
1817,24356,Q980658,1824.0,1820,David Banderali,16,France,0.0
1818,24377,Q21456805,1837.0,1840,James Eyre,5,United Kingdom,1.0
1819,24385,Q6272822,1824.0,1820,Jonathan Couch,33,United Kingdom,2.0
1820,24399,Q100368295,1809.0,1810,Joséphine Mézeray,3,France,0.0
1821,24444,Q11767398,1846.0,1850,Marceli Skałkowski,9,Eastern Europe,2.0
1822,24451,Q3963007,1855.0,1860,Sölvi Helgason,8,Nordic countries,0.0
1823,24474,Q2826461,1845.0,1840,Agathe-Sophie Sasserno,15,France,0.0
1824,24537,Q84549568,1867.0,1870,Frédéric Pirion,3,France,0.0
1825,24580,Q63523094,1849.0,1850,Alexandre Jean Louis Jazet,13,France,0.0
1826,24586,Q2207870,1822.0,1820,Hermanus Johannes Abbring,11,Low countries,0.0
1827,24592,Q4528450,1855.0,1860,Sergei Sergeyevich Sheglejev,5,Eastern Europe,0.0
1828,24594,Q327509,1857.0,1860,Josef Haltrich,19,Eastern Europe,0.0
1829,24604,Q19599159,1821.0,1820,John Jones,4,United Kingdom,0.0
1830,24626,Q36636956,1850.0,1850,Eduard Wassner,10,Nordic countries,0.0
1831,24628,Q1149164,1854.0,1850,Nikolai Alexandrowitsch Iwaschinzow,7,Eastern Europe,0.0
1832,24650,Q112220742,1849.0,1850,Jean Baptiste Nicolas,16,France,0.0
1833,24686,Q1704439,1858.0,1860,Josef Chmelíček,13,Eastern Europe,0.0
1834,24706,Q2845613,1859.0,1860,Anatole de Montaiglon,44,France,2.0
1835,24715,Q743413,1846.0,1850,Pierre Millière,17,France,3.0
1836,24727,Q3666434,1848.0,1850,Charles Lanyon,21,United Kingdom,0.0
1837,24730,Q13137773,1841.0,1840,Servaas de Jong,2,Low countries,0.0
1838,24741,Q47072958,1865.0,1860,Charles Binger,10,Low countries,0.0
1839,24746,Q55134455,1827.0,1830,Alois Martin Stadler,10,Italy,0.0
1840,24757,Q105887264,1872.0,1870,Jules Ernest Devaux,6,France,0.0
1841,24772,Q5856456,1815.0,1820,Axel Magnus Fahlcrantz,10,Nordic countries,1.0
1842,24782,Q15800,1866.0,1870,Fran Levstik,45,Eastern Europe,2.0
1843,24792,Q3643381,1865.0,1860,Braccio Bracci,9,Italy,0.0
1844,24795,Q5543350,1867.0,1870,Hjalmar Agardh,8,Nordic countries,0.0
1845,24811,Q53919793,1859.0,1860,Jan Pieter Six VI,16,Low countries,0.0
1846,24839,Q60233733,1870.0,1870,Willem Carel Heijenberg,2,Low countries,0.0
1847,24852,Q63485680,1842.0,1840,Assunta Pieralli,8,Italy,0.0
1848,24855,Q3588887,1839.0,1840,Émilien Dumas,10,France,0.0
1849,24868,Q27093693,1835.0,1840,Giuseppe Capparoni,18,Italy,0.0
1850,24877,Q13563239,1844.0,1840,Caroline May,12,United Kingdom,0.0
1851,24881,Q4859241,1845.0,1840,"Barbara Rawdon-Hastings, Marchioness of Hastings",17,Italy,0.0
1852,24895,Q87648625,1848.0,1850,Francesco Cellini,4,Italy,0.0
1853,24915,Q60197951,1852.0,1850,François Lacharme,1,France,11.0
1854,24939,Q3060257,1832.0,1830,Eugénie Charmeil,1,France,0.0
1855,24946,Q110535522,1824.0,1820,Joseph Hélitas de Meun,2,France,0.0
1856,24950,Q67198200,1822.0,1820,Henricus Franciscus Thijssen,8,Low countries,0.0
1857,24970,Q551834,1847.0,1850,Joseph-Hugues Fabisch,15,France,28.0
1858,24976,Q4718947,1866.0,1870,Alexander Gibbs,2,United Kingdom,0.0
1859,24986,Q15623545,1874.0,1870,Henry Jamyn Brooks,21,United Kingdom,1.0
1860,24990,Q23777969,1846.0,1850,Giulio Porro Lambertenghi,19,Italy,0.0
1861,25008,Q1408000,1849.0,1850,Josiah Gilbert,28,United Kingdom,1.0
1862,25013,Q52498671,1844.0,1840,Robert Jacob Hamerton,13,United Kingdom,1.0
1863,25018,Q1634783,1868.0,1870,Hugo Hildebrandt,10,Eastern Europe,0.0
1864,25026,Q15659549,1855.0,1860,Fanny Ghedini Bortolotti,13,Italy,0.0
1865,25046,Q7790817,1820.0,1820,Thomas Hornor,27,United Kingdom,3.0
1866,25057,Q1844549,1850.0,1850,Émile Boeswillwald,29,France,4.0
1867,25064,Q3016997,1872.0,1870,Daubray,8,France,0.0
1868,25076,Q11985460,1874.0,1870,Václav F. Kumpošt,9,Eastern Europe,0.0
1869,25080,Q47478296,1815.0,1820,Nicolò Bertucci Contarini,17,Italy,1.0
1870,25086,Q94834480,1867.0,1870,Alfred Kirpal,3,Eastern Europe,0.0
1871,25090,Q7354089,1850.0,1850,Rochfort Maguire,21,United Kingdom,0.0
1872,25148,Q18674146,1838.0,1840,Maria Ann Lovell,14,United Kingdom,0.0
1873,25159,Q21462815,1874.0,1870,John Parker,11,United Kingdom,0.0
1874,25179,Q56832967,1841.0,1840,Janet Bathgate,4,United Kingdom,0.0
1875,25183,Q2114956,1828.0,1830,Célèste-Thérèse Couperin,2,France,0.0
1876,25194,Q60842569,1843.0,1840,Beatrix Fischer-Schwarzböck,12,Eastern Europe,0.0
1877,25201,Q8018139,1871.0,1870,William Saunders,23,United Kingdom,29.0
1878,25205,Q4013386,1838.0,1840,Vincenzo Martini,16,Italy,0.0
1879,25228,Q21394987,1852.0,1850,Jean Baptiste Louis Letellier,10,France,0.0
1880,25242,Q1902717,1837.0,1840,Émilien Frossard,15,France,0.0
1881,25255,Q80033150,1833.0,1830,François-Georges Audierne,12,France,0.0
1882,25264,Q3807666,1861.0,1860,Théophile Pépin,3,France,0.0
1883,25280,Q4991091,1853.0,1850,Charlotta Öberg,8,Nordic countries,0.0
1884,25289,Q18117908,1849.0,1850,Eugène Talbot,33,France,0.0
1885,25336,Q96593,1872.0,1870,Adolf Kiessling,31,France,0.0
1886,25346,Q785956,1830.0,1830,Charles Crozatier,18,France,0.0
1887,25359,Q99234723,1839.0,1840,Sophie Allart,9,Italy,2.0
1888,25362,Q1981832,1843.0,1840,Johann Christian Gebauer,21,Nordic countries,0.0
1889,25366,Q2415098,1852.0,1850,Jean-Baptiste Barla,26,France,0.0
1890,25375,Q2844649,1838.0,1840,Amédée Félix Barthélemy Geille,17,France,1.0
1891,25380,Q50751126,1837.0,1840,Joseph-François Larcher,4,France,0.0
1892,25389,Q513612,1817.0,1820,Benjamin Gaillon,16,France,0.0
1893,25419,Q31823866,1844.0,1840,Désiré Letellier-Belladame,9,France,0.0
1894,25423,Q2824873,1844.0,1840,Adolphe Maugendre,14,France,0.0
1895,25433,Q5612990,1848.0,1850,Mauritz Cramær,10,Nordic countries,4.0
1896,25442,Q7412222,1852.0,1850,Samuel Morison Brown,18,United Kingdom,0.0
1897,25480,Q12789324,1864.0,1860,Franjo Bradaška,5,Eastern Europe,0.0
1898,25492,Q1963222,1824.0,1820,Nikolay Turgenev,34,France,1.0
1899,25496,Q520616,1849.0,1850,François Clément Sauvage,13,France,0.0
1900,25508,Q50378203,1811.0,1810,François Duval,15,France,0.0
1901,25512,Q55836844,1844.0,1840,Eugène Tourneux,19,France,0.0
1902,25518,Q4492414,1835.0,1840,Ange François,13,Low countries,2.0
1903,25529,Q19922105,1863.0,1860,Thomas Wade,10,United Kingdom,1.0
1904,25536,Q6003424,1856.0,1860,Hjalmar Nathorst,13,Nordic countries,0.0
1905,25545,Q109773011,1869.0,1870,Edward Fielding,2,France,0.0
1906,25559,Q3189087,1857.0,1860,Julian Dunajewski,19,Eastern Europe,0.0
1907,25572,Q26202503,1868.0,1870,Charles Anfrie,5,France,1.0
1908,25580,Q29137400,1854.0,1850,Israël Michel Rabbinowicz,18,United Kingdom,0.0
1909,25605,Q2165820,1829.0,1830,Adriaan David Cornets de Groot,12,Low countries,0.0
1910,25608,Q901346,1873.0,1870,Dalnoki Béni,4,Eastern Europe,0.0
1911,25611,Q5564505,1845.0,1840,Reinier Cornelis Bakhuizen van den Brink,27,Low countries,0.0
1912,25663,Q6066353,1821.0,1820,Adolf Regnér,3,Nordic countries,0.0
1913,25668,Q18576231,1854.0,1850,George Ommanney,14,United Kingdom,0.0
1914,25672,Q3133100,1861.0,1860,Henry Testot-Ferry,10,France,0.0
1915,25678,Q13128331,1830.0,1830,Evan Evans,12,United Kingdom,4.0
1916,25684,Q1442386,1818.0,1820,Franciszek Dzierżykraj Morawski,22,Eastern Europe,7.0
1917,25692,Q18508098,1810.0,1810,Claude-François Fortier,31,France,0.0
1918,25695,Q15448722,1813.0,1810,Hendrik Willem Tydeman,23,Low countries,0.0
1919,25703,Q63967899,1858.0,1860,Raffaele Fioretti,2,Italy,0.0
1920,25707,Q553959,1868.0,1870,Nikolai Zverev,12,Eastern Europe,0.0
1921,25727,Q60233430,1872.0,1870,Jacobus Weel,2,Low countries,0.0
1922,25740,Q974230,1837.0,1840,Félix-Jacques Moulin,22,France,5.0
1923,25746,Q21789570,1849.0,1850,Mordecai Plungian,16,Eastern Europe,0.0
1924,25750,Q18398336,1843.0,1840,Victor Lhérie,16,France,0.0
1925,25758,Q1568444,1823.0,1820,Sergey Volkonsky,18,Eastern Europe,0.0
1926,25762,Q15491153,1808.0,1810,Jeanne Wyttenbach,16,Low countries,0.0
1927,25765,Q104890683,1871.0,1870,Anzelm Dobromir Krysiński,2,Eastern Europe,0.0
1928,25769,Q3166155,1818.0,1820,Jacques-Marie Huvé,20,France,0.0
1929,25771,Q1318973,1869.0,1870,Carl von Than,19,Eastern Europe,0.0
1930,25784,Q55089210,1855.0,1860,Christoph August Gabler,4,Eastern Europe,0.0
1931,25791,Q1456532,1861.0,1860,Friedemann Adolph Goebel,7,Eastern Europe,0.0
1932,25804,Q25326500,1817.0,1820,James Lewis,4,United Kingdom,7.0
1933,25819,Q3428881,1853.0,1850,Carl Frederik Fearnley,22,Nordic countries,0.0
1934,25824,Q25918171,1843.0,1840,Léon Trémisot,5,France,1.0
1935,25836,Q983977,1870.0,1870,Charles Méray,19,France,0.0
1936,25859,Q60244825,1871.0,1870,Joannes Nicolaas de Rooij,1,Low countries,0.0
1937,25865,Q1288536,1845.0,1840,Eduard Guth,6,Eastern Europe,0.0
1938,25882,Q529601,1825.0,1820,Eleanor Anne Porden,21,United Kingdom,0.0
1939,25918,Q4190166,1821.0,1820,Karl Zeidel,1,Eastern Europe,0.0
1940,25922,Q43127462,1821.0,1820,Johannes Coenraad Beyer,3,Low countries,0.0
1941,25952,Q704827,1849.0,1850,Gabriel Auguste Daubrée,53,France,5.0
1942,25956,Q723678,1851.0,1850,Henri Dupuy de Lôme,25,France,6.0
1943,25967,Q89348418,1833.0,1830,Erik Cederblad,4,Nordic countries,0.0
1944,25972,Q72575801,1849.0,1850,Giuseppe Levi,24,Italy,0.0
1945,25976,Q952220,1838.0,1840,James Edward Alexander,49,United Kingdom,2.0
1946,25984,Q16038719,1872.0,1870,Egisto Sarri,28,Italy,1.0
1947,25991,Q12260292,1842.0,1840,Jean Baptiste Kamusarri,4,France,1.0
1948,25996,Q2356624,1846.0,1850,Edward William Cooke,63,United Kingdom,55.0
1949,26000,Q12789043,1866.0,1870,Franc Bunc,2,Italy,0.0
1950,26009,Q576400,1837.0,1840,Mademoiselle Anaïs,16,France,0.0
1951,26013,Q18534371,1874.0,1870,Costantino Pittei,9,Italy,0.0
1952,26014,Q12080236,1871.0,1870,Porfyriy Bazhanskyi,6,Eastern Europe,0.0
1953,26022,Q21454617,1822.0,1820,Louis Alexis Lecerf,8,France,0.0
1954,26032,Q11736038,1817.0,1820,Karol Galle,3,Eastern Europe,0.0
1955,26043,Q74621895,1857.0,1860,Frederik Willem Bernard van Bell,4,Low countries,0.0
1956,26081,Q89734,1838.0,1840,Christian d’Elvert,28,Eastern Europe,0.0
1957,26085,Q95451688,1870.0,1870,Marie Neubarthová,2,Eastern Europe,0.0
1958,26092,Q73509471,1852.0,1850,Hansine Lund,1,Nordic countries,0.0
1959,26095,Q105885912,1872.0,1870,Benedikt Baroch,1,Eastern Europe,0.0
1960,26098,Q5973475,1850.0,1850,Carl Theodor Malm,9,Nordic countries,0.0
1961,26112,Q56187325,1848.0,1850,Robert D. Edwards,1,United Kingdom,0.0
1962,26140,Q55767644,1872.0,1870,George Beales,1,United Kingdom,0.0
1963,26144,Q57826950,1825.0,1820,Alida de Savignac,10,France,0.0
1964,26147,Q103087766,1823.0,1820,Hermanus Carbentus,5,Low countries,0.0
1965,26177,Q19325924,1826.0,1830,William Merle,5,United Kingdom,0.0
1966,26181,Q18129502,1851.0,1850,Thomas William Davids,12,United Kingdom,0.0
1967,26189,Q5664224,1851.0,1850,Harriet Ludlow Clarke,6,France,0.0
1968,26193,Q5216875,1811.0,1810,Daniel Cresswell,11,United Kingdom,0.0
1969,26200,Q85278048,1872.0,1870,Eric Nordlöw,1,Nordic countries,0.0
1970,26217,Q6246851,1819.0,1820,John Marshall,10,United Kingdom,2298.0
1971,26224,Q3073634,1868.0,1870,Fleury Chenu,16,France,3.0
1972,26245,Q83999,1865.0,1860,Tivadar Lehoczky,16,Eastern Europe,0.0
1973,26250,Q1749670,1850.0,1850,Adelaide Kemble,34,United Kingdom,0.0
1974,26254,Q3665352,1852.0,1850,Cesare Bicchi,7,Italy,0.0
1975,26268,Q3588702,1850.0,1850,Emile Plantamour,17,France,0.0
1976,26306,Q95073096,1824.0,1820,Jan Vlastislav Plánek,4,Eastern Europe,0.0
1977,26323,Q29001064,1835.0,1840,Horace Beevor Love,12,United Kingdom,0.0
1978,26335,Q21009544,1857.0,1860,Henri Vincent,5,France,0.0
1979,26339,Q55181808,1870.0,1870,Henri Herluison,18,France,0.0
1980,26341,Q16605941,1833.0,1830,Stanisław Janicki,8,Eastern Europe,0.0
1981,26344,Q3164045,1811.0,1810,Jean-Baptiste Dugas-Montbel,26,France,0.0
1982,26347,Q6369309,1850.0,1850,Karel Javůrek,24,Eastern Europe,1.0
1983,26351,Q1607516,1873.0,1870,Archibald Forbes,34,United Kingdom,1.0
1984,26364,Q98793234,1847.0,1850,François Frederic Chevalier,7,France,0.0
1985,26388,Q3163947,1869.0,1870,Jean-Baptiste Chatigny,14,France,1.0
1986,26393,Q19043782,1855.0,1860,William Neilson Hancock,22,United Kingdom,2.0
1987,26394,Q30149317,1870.0,1870,Eduard Langer,18,Eastern Europe,0.0
1988,26416,Q55440427,1811.0,1810,Luigi Muzzi,24,Italy,0.0
1989,26432,Q19629469,1856.0,1860,Louis Charles Timbal,19,France,4.0
1990,26436,Q2078792,1846.0,1850,Jan Theodoor van Rijswijck,17,Low countries,0.0
1991,26451,Q19636074,1864.0,1860,Jean-Marie-Anselme Lablatinière,3,France,0.0
1992,26456,Q17626473,1867.0,1870,James Aumonier,29,United Kingdom,8.0
1993,26471,Q40849715,1834.0,1830,Paul Saint-Olive,9,France,0.0
1994,26478,Q959789,1829.0,1830,Josef Proksch,25,Eastern Europe,0.0
1995,26527,Q92750244,1864.0,1860,Charles Herbert,3,France,0.0
1996,26559,Q39381232,1827.0,1830,Marianne Colston,8,United Kingdom,0.0
1997,26615,Q18604174,1870.0,1870,Jernej Pečnik,4,Eastern Europe,0.0
1998,26635,Q66724368,1864.0,1860,Auguste Tronquois,3,France,0.0
1999,26638,Q4681752,1842.0,1840,Adelaide Orsola Appignani,14,Italy,0.0
2000,26644,Q1216165,1832.0,1830,James Scott Bowerbank,32,United Kingdom,23.0
2001,26652,Q5768522,1822.0,1820,Hippolyte Jean-Baptiste Garneray,19,France,0.0
2002,26670,Q110227040,1810.0,1810,Hippolyte Antoine Advenier Fontenille,2,France,0.0
2003,26682,Q15994838,1830.0,1830,James Wilson,25,United Kingdom,3.0
2004,26685,Q3173773,1861.0,1860,Jean Odon Debeaux,23,France,3.0
2005,26696,Q21461340,1831.0,1830,John Frederick Tennant,16,United Kingdom,3.0
2006,26707,Q21406159,1855.0,1860,Pierre-Émile Bernède,8,France,0.0
2007,26728,Q3370670,1857.0,1860,Paul Bocage,24,France,0.0
2008,26744,Q5816694,1869.0,1870,Hultkläppen,5,Nordic countries,0.0
2009,26749,Q1757617,1831.0,1830,Alessandro François,12,Italy,0.0
2010,26753,Q333294,1836.0,1840,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",54,United Kingdom,0.0
2011,26769,Q3132284,1866.0,1870,Henri de L'Épinois,22,France,1.0
2012,26784,Q114588,1873.0,1870,Victor Fatio,23,France,7.0
2013,26788,Q64416026,1857.0,1860,Augustine Werner,1,France,0.0
2014,26806,Q17279961,1806.0,1810,Gaetano Cattaneo,33,Italy,0.0
2015,26821,Q7324812,1835.0,1840,Richard Cockle Lucas,37,United Kingdom,3.0
2016,26823,Q66388,1833.0,1830,Karl Eduard von Holtei,56,Eastern Europe,7.0
2017,26845,Q155272,1855.0,1860,Dionysios Tsokos,9,Eastern Europe,2.0
2018,26853,Q15433864,1811.0,1810,Maria Geertruida Snabilie,13,Low countries,2.0
2019,26911,Q28735454,1828.0,1830,Frederick Harding,4,United Kingdom,0.0
2020,26928,Q15067390,1870.0,1870,I. A. Iznoskov,6,Eastern Europe,1.0
2021,26933,Q90148268,1822.0,1820,Anne Monkland,4,United Kingdom,0.0
2022,26948,Q29178161,1834.0,1830,Louis Perrin,19,France,0.0
2023,26954,Q4249232,1869.0,1870,P. A. Kuskov,5,Eastern Europe,0.0
2024,26968,Q4990504,1867.0,1870,Eva Wigström,21,Nordic countries,13.0
2025,26978,Q519977,1834.0,1830,André Jolly,12,Low countries,0.0
2026,26983,Q19908382,1828.0,1830,Joseph-Eustathius Vivien,1,Eastern Europe,0.0
2027,26995,Q22063703,1870.0,1870,Amédée de Vroye,3,France,0.0
2028,27003,Q3434489,1845.0,1840,Robert Bakewell,3,United Kingdom,0.0
2029,27012,Q12330591,1866.0,1870,Otto Møller,12,Nordic countries,0.0
2030,27037,Q15429097,1839.0,1840,Benno Frederick Toermer,20,Italy,2.0
2031,27044,Q15869665,1869.0,1870,Albert Jurardus van Prooijen,17,Low countries,4.0
2032,27063,Q4767544,1854.0,1850,Anna Thillon,15,United Kingdom,0.0
2033,27067,Q57256177,1874.0,1870,Louis Voyer,2,France,0.0
2034,27076,Q50411732,1874.0,1870,Anna Fison,4,United Kingdom,0.0
2035,27116,Q16319435,1829.0,1830,Herman Johan Royaards,22,Low countries,0.0
2036,27132,Q18672133,1845.0,1840,Richard Moore,10,United Kingdom,0.0
2037,27135,Q11955038,1843.0,1840,Víctor Josep Roselló Martí,1,France,0.0
2038,27142,Q12026842,1829.0,1830,Josef Šembera,22,Eastern Europe,0.0
2039,27155,Q21465445,1855.0,1860,William Henry Williamson,12,United Kingdom,0.0
2040,27173,Q60287264,1867.0,1870,William Edward Abbott,3,United Kingdom,0.0
2041,27182,Q21637341,1840.0,1840,Bernard Cloet,5,Low countries,3.0
2042,27185,Q5707997,1869.0,1870,Carl Elberling,17,Nordic countries,0.0
2043,27189,Q21165483,1826.0,1830,César Moreau,24,France,0.0
2044,27203,Q452119,1841.0,1840,Marc-Charles-Gabriel Gleyre,66,France,18.0
2045,27208,Q4395713,1808.0,1810,Semyon Rodzyanko,2,Eastern Europe,1.0
2046,27216,Q20925039,1857.0,1860,Marie Åstrand,1,Nordic countries,0.0
2047,27224,Q3383196,1819.0,1820,Pierre-Joseph Charrin,19,France,0.0
2048,27238,Q4150170,1871.0,1870,Tilman Wilhelm Grommé,6,France,0.0
2049,27285,Q6144083,1843.0,1840,James Tennant,12,United Kingdom,0.0
2050,27308,Q100247777,1843.0,1840,Frederik Cornelis Rose,2,Low countries,0.0
2051,27336,Q1451043,1822.0,1820,Théodore Basset de Jolimont,22,France,1.0
2052,27372,Q98017687,1833.0,1830,Barbara Anna Mayer,2,Eastern Europe,0.0
2053,27378,Q936950,1843.0,1840,Pyotr Chikhachyov,34,Italy,7.0
2054,27390,Q3184409,1831.0,1830,Joseph-Pierre Braemt,12,Low countries,3.0
2055,27397,Q5780688,1814.0,1810,Erik Gustaf Göthe,28,Nordic countries,3.0
2056,27406,Q21465421,1851.0,1850,Jules-Désiré Caudron,5,France,1.0
2057,27416,Q3386587,1828.0,1830,Pierre Peytier,6,France,1.0
2058,27427,Q16065367,1846.0,1850,Zacharias Petersen,5,Nordic countries,0.0
2059,27432,Q16872935,1855.0,1860,Louis Debras,11,France,0.0
2060,27435,Q943189,1820.0,1820,Jean Schneitzhoeffer,33,France,0.0
2061,27467,Q46994157,1853.0,1850,Robert Cholmeley,1,United Kingdom,0.0
2062,27471,Q43180562,1842.0,1840,Eugenio Bosa,21,Italy,0.0
2063,27479,Q12348908,1866.0,1870,Hippolyte Michaud,16,France,3.0
2064,27497,Q95072499,1858.0,1860,Emanuel Mikš,5,Eastern Europe,0.0
2065,27498,Q4061706,1862.0,1860,Nikolay Alekseyev,3,Eastern Europe,0.0
2066,27514,Q1079005,1817.0,1820,Christian Blom,18,Nordic countries,0.0
2067,27517,Q40393864,1828.0,1830,János Szentgyörgyi,3,Eastern Europe,0.0
2068,27545,Q3300551,1859.0,1860,Maurice Champion,14,France,0.0
2069,27556,Q21457974,1854.0,1850,Antoine Dury,5,France,0.0
2070,27562,Q336497,1873.0,1870,"James Bryce, 1st Viscount Bryce",87,United Kingdom,3.0
2071,27574,Q52154767,1846.0,1850,Charles Smith Varley,4,United Kingdom,0.0
2072,27587,Q1373518,1841.0,1840,Eugène Le Poittevin,32,France,24.0
2073,27594,Q108941369,1851.0,1850,Georg Holter,6,Nordic countries,0.0
2074,27598,Q20731660,1869.0,1870,K. Hj. Kempff,9,Nordic countries,0.0
2075,27618,Q908235,1813.0,1810,Domenico Barbaia,25,Italy,0.0
2076,27625,Q41876247,1854.0,1850,Ange Pechméja,5,France,0.0
2077,27636,Q2627241,1824.0,1820,Antoine Laurent Apollinaire Fée,56,France,14.0
2078,27679,Q37788170,1828.0,1830,Michelangelo Pacetti,12,Italy,0.0
2079,27692,Q18655152,1870.0,1870,Napoleon de Pauw,18,Low countries,0.0
2080,27708,Q14623866,1835.0,1840,Richmond Abbott,3,United Kingdom,0.0
2081,27717,Q12305324,1837.0,1840,Carl Mundt,2,Nordic countries,0.0
2082,27730,Q17350120,1843.0,1840,Ernest Carette,24,France,0.0
2083,27738,Q108219651,1873.0,1870,Alfred Poullion,6,France,0.0
2084,27780,Q5126474,1871.0,1870,Clarence Dobell,12,United Kingdom,0.0
2085,27782,Q324010,1814.0,1810,Carl Magnus von der Pahlen,10,Eastern Europe,0.0
2086,27792,Q713375,1858.0,1860,Władysław Ludwik Anczyc,30,Eastern Europe,10.0
2087,27803,Q4946326,1858.0,1860,Thérèse Elfforss,8,Nordic countries,0.0
2088,27815,Q105810795,1863.0,1860,Paul Louis Bouillon-Landais,6,France,0.0
2089,27839,Q18577225,1818.0,1820,William Pocock,16,United Kingdom,0.0
2090,27848,Q21027451,1864.0,1860,Arthur de Saint-Genys,1,France,0.0
2091,27853,Q2833396,1874.0,1870,Alexandr Alexandrovich Fischer von Waldheim,13,Eastern Europe,0.0
2092,27878,Q4372452,1863.0,1860,Vladimir Popov,2,Eastern Europe,0.0
2093,27893,Q2086023,1838.0,1840,Albert Küchler,29,Italy,34.0
2094,27906,Q16031291,1869.0,1870,Pietro Sassi,17,Italy,0.0
2095,27910,Q18528974,1847.0,1850,Margaret Sandbach,15,United Kingdom,0.0
2096,27926,Q44181269,1843.0,1840,Alexandre de Lavergne,22,France,2.0
2097,27930,Q18546616,1843.0,1840,John Pennethorne,10,United Kingdom,0.0
2098,27933,Q5984181,1851.0,1850,"Pieter, Baron Melvill van Carnbee",11,Low countries,0.0
2099,27936,Q11735994,1839.0,1840,Karol Czarnecki,6,Eastern Europe,0.0
2100,27969,Q15962384,1867.0,1870,Matthew Paranikas,7,Eastern Europe,0.0
2101,27984,Q1960301,1873.0,1870,Alexander Kiselyov,17,Eastern Europe,1.0
2102,27991,Q12028200,1868.0,1870,Karel Findinský,8,Eastern Europe,0.0
2103,27994,Q19793976,1838.0,1840,Karl Heinrich Beichling,22,Eastern Europe,1.0
2104,28002,Q95164696,1873.0,1870,Adolf František Čtvrtečka,5,Eastern Europe,0.0
2105,28006,Q30008334,1843.0,1840,Antonio Zobi,12,Italy,0.0
2106,28009,Q3263583,1840.0,1840,Louis des Isnards,2,France,0.0
2107,28031,Q1691965,1852.0,1850,Johan Fredrik Åbom,13,Nordic countries,1.0
2108,28033,Q12792184,1872.0,1870,Janko Pajk,14,Eastern Europe,0.0
2109,28036,Q60242959,1870.0,1870,Johannes Franciscus van Loendersloot,1,Low countries,0.0
2110,28065,Q21453682,1864.0,1860,Henry Weigall,20,United Kingdom,17.0
2111,28088,Q3768249,1809.0,1810,Giovanni Torti,24,Italy,0.0
2112,28094,Q20201050,1863.0,1860,Charles Compton,19,United Kingdom,0.0
2113,28101,Q27050328,1835.0,1840,Johannes Boshamer,6,Low countries,1.0
2114,28115,Q26984855,1853.0,1850,Gustavo Strafforello,31,Italy,1.0
2115,28143,Q1974777,1873.0,1870,Angelo Mariani,18,France,0.0
2116,28168,Q18711463,1817.0,1820,Petrus Gobbels,3,Low countries,0.0
2117,28174,Q110627365,1872.0,1870,Paul Fromageot,7,France,0.0
2118,28184,Q17275967,1830.0,1830,Émile Ducrest de Villeneuve,8,France,0.0
2119,28192,Q434506,1829.0,1830,Justina Casagli,4,Italy,0.0
2120,28206,Q5331374,1820.0,1820,Eaton Stannard Barrett,29,United Kingdom,0.0
2121,28208,Q67670960,1867.0,1870,Osvald Vídrman,6,Eastern Europe,0.0
2122,28210,Q33112774,1873.0,1870,Albín Theodor Prokop,3,Eastern Europe,0.0
2123,28225,Q707662,1865.0,1860,Louis Dubois,26,Low countries,6.0
2124,28230,Q21093453,1840.0,1840,R. Hermann,13,Eastern Europe,0.0
2125,28255,Q1225628,1869.0,1870,Bertalan Ormodi,8,Eastern Europe,0.0
2126,28266,Q2960500,1822.0,1820,Charles d'Audiffret,26,France,0.0
2127,28274,Q3762582,1835.0,1840,Gian Battista Carrer,1,Italy,0.0
2128,28275,Q4211719,1809.0,1810,Santino Petrowitsch Campioni,2,Eastern Europe,1.0
2129,28292,Q75633218,1848.0,1850,Theodor Simons,2,Low countries,0.0
2130,28309,Q16030941,1871.0,1870,Ernesto Bertea,16,Italy,0.0
2131,28322,Q9096066,1832.0,1830,William Rhind,6,United Kingdom,0.0
2132,28325,Q16193000,1807.0,1810,Frédéric Vaultier,11,France,0.0
2133,28331,Q109809384,1866.0,1870,Joseph Daziaro,4,Eastern Europe,0.0
